Bait	Prey	PreyGene	Spec	SpecSum	AvgSpec	NumReplicates	ctrlCounts	AvgP	MaxP	TopoAvgP	TopoMaxP	SaintScore	logOddsScore	FoldChange	BFDR	boosted_by	UniqueSpec	UniqueSpecSum	UniqueAvgSpec	PreySequenceLength
PPP6R2	4506701	RPS23	11|5	16	8	2	15|11|0|0|9|9|5|6|5|5|16|12|16|4|7|5|9|3|5|3|4|3|0|0|3|0|8|14	0	0	0	0	0	-53.38	0.52	0.9		11|5	16	8	143
PPP6R2	4506703	RPS24	11|8	19	9.5	2	11|10|0|0|2|1|2|1|0|0|11|12|10|5|11|12|12|8|3|3|2|2|0|1|1|0|11|6	0	0	0	0	0	-33.21	0.81	0.88		11|8	19	9.5	133
PPP6R2	15011936	RPS26	3|7	10	5	2	2|1|1|0|1|2|1|0|1|0|2|1|6|2|5|3|6|2|0|0|0|0|1|0|0|1|6|4	0	0	0	0	0	-19.34	0.87	0.8		3|7	10	5	115
PPP6R2	4506711	RPS27	10|6	16	8	2	6|7|2|3|3|2|2|1|1|0|8|4|6|5|9|4|8|7|3|5|4|3|0|2|0|0|3|6	0	0	0	0	0	-22.55	1	0.83		10|6	16	8	84
PPP6R2	7705706	RPS27L	2|2	4	2	2	3|0|0|0|0|0|0|0|0|0|2|3|0|0|0|0|2|2|0|0|0|0|0|0|2|0|0|0	0	0	0	0	0	-8.88	0.8	0.73		2|2	4	2	84
PPP6R2	4506715	RPS28	5|7	12	6	2	4|1|1|0|0|2|2|0|2|1|0|2|5|2|3|2|6|0|2|0|2|2|1|0|4|2|12|2	0	0	0	0	0	-19.41	0.89	0.83		5|7	12	6	69
PPP6R2	4506717	RPS29	2|0	2	1	2	0|0|0|0|0|0|0|0|0|0|0|2|0|2|3|0|2|0|0|0|0|0|0|0|0|0|0|0	0	0	0	0	0	-11.74	0.44	0.72		2|0	2	1	56
PPP6R2	15718687	RPS3	54|51	105	52.5	2	44|40|4|3|9|9|10|9|8|6|42|50|38|32|32|36|42|44|4|8|7|7|4|3|6|4|29|33	0	0	0	0	0	-87.63	1.17	0.91		54|51	105	52.5	243
PPP6R2	4506723	RPS3A	12|10	22	11	2	14|9|3|2|6|7|7|0|0|0|15|11|7|5|6|9|9|11|6|6|7|4|4|4|3|5|8|6	0	0	0	0	0	-33.57	0.86	0.89		12|10	22	11	264
PPP6R2	4506725	RPS4X	9|12	21	10.5	2	22|16|0|0|8|3|3|5|2|0|9|10|3|9|6|9|12|3|0|0|0|0|0|2|1|0|5|4	0	0	0	0	0	-43.62	0.7	0.9		9|12	21	10.5	263
PPP6R2	13904870	RPS5	2|0	2	1	2	0|0|0|0|1|1|0|0|0|0|0|0|0|2|0|1|0|0|0|0|0|0|0|0|0|0|0|0	0.01	0.01	0.01	0.01	0.01	-7.54	0.8	0.61		2|0	2	1	204
PPP6R2	17158044	RPS6	26|23	49	24.5	2	18|15|1|0|4|5|3|3|3|3|21|22|26|13|11|12|25|14|4|9|3|4|0|1|8|2|16|16	0	0	0	0	0	-52.41	1.04	0.9		26|23	49	24.5	249
PPP6R2	4506741	RPS7	31|13	44	22	2	16|14|2|1|4|2|0|2|3|0|29|12|17|24|14|25|23|28|3|6|4|5|1|2|1|2|9|8	0	0	0	0	0	-81.18	0.83	0.91		31|13	44	22	194
PPP6R2	4506743	RPS8	16|23	39	19.5	2	17|18|0|0|8|7|8|5|5|7|16|17|14|10|15|4|18|9|3|3|4|4|0|3|0|3|17|17	0	0	0	0	0	-41.44	1.11	0.89		16|23	39	19.5	208
PPP6R2	14141193	RPS9	15|16	31	15.5	2	22|14|0|0|2|1|2|2|1|2|19|16|15|4|10|8|10|7|0|0|0|3|1|0|0|0|9|6	0	0	0	0	0	-44.78	0.86	0.9		15|16	31	15.5	194
PPP6R2	59859885	RPSA	4|5	9	4.5	2	0|0|0|0|2|0|1|2|2|0|2|0|3|1|3|2|1|3|0|1|0|0|0|0|0|0|7|0	0	0	0	0	0	-11.24	1.12	0.75		4|5	9	4.5	295
PPP6R2	22094987	RPTOR	1|0	1	0.5	2	0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0	0	0	0	0	-3.93	2	0.92		1|0	1	0.5	1335
PPP6R2	57863269	RRP1B	1|3	4	2	2	5|4|3|2|2|0|0|0|0|0|10|11|6|0|9|0|6|3|0|1|0|4|2|5|0|2|5|0	0	0	0	0	0	-37.79	0.22	0.89		1|3	4	2	758
PPP6R2	118498359	RSL1D1	4|0	4	2	2	0|0|5|3|4|4|5|4|2|5|9|4|11|2|8|1|6|3|9|8|11|4|4|7|7|7|7|17	0	0	0	0	0	-54.75	0.17	0.92		4|0	4	2	490
PPP6R2	388240768	RTN3	1|0	1	0.5	2	0|0|2|0|2|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0	0	0	0	0	-8.63	0.33	0.92		1|0	1	0.5	1032
PPP6R2	24431933	RTN4	4|4	8	4	2	9|14|1|15|1|1|0|1|1|0|9|9|3|0|4|0|3|0|11|13|9|15|12|14|11|9|11|2	0	0	0	0	0	-52.77	0.28	0.92		4|4	8	4	373
PPP6R2	94721336	RUFY1	1|0	1	0.5	2	0|0|1|0|0|0|0|0|0|0|3|0|1|0|0|0|1|0|0|0|0|0|2|0|1|1|0|0	0	0	0	0	0	-9.68	0.29	0.92		1|0	1	0.5	708
PPP6R2	4506753	RUVBL1	169|299	468	234	2	79|88|34|44|3|1|1|0|2|0|76|104|64|103|64|93|74|75|40|34|46|39|27|41|33|26|64|53	0.5	1	0.5	1	0.5	-103.58	2.41	0.08		169|299	468	234	456
PPP6R2	5730023	RUVBL2	300|327	627	313.5	2	74|89|0|0|0|0|2|0|0|0|82|107|61|58|52|58|59|52|0|0|0|0|0|0|0|0|60|44	1	1	1	1	1	26.85	3.56	0		300|327	627	313.5	463
PPP6R2	225543285	SAE1	1|0	1	0.5	2	0|1|0|0|0|0|0|0|0|0|2|1|0|0|7|0|0|0|0|0|0|0|0|0|0|0|0|0	0	0	0	0	0	-13.63	0.18	0.92		1|0	1	0.5	299
PPP6R2	8923421	SARS2	0|2	2	1	2	0|0|0|0|2|1|2|3|0|2|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0	0	0	0	0	0	-11.74	0.44	0.72		0|2	2	1	518
PPP6R2	35038601	SASS6	1|0	1	0.5	2	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0	0	0	0	0	-3.39	5	0.92		1|0	1	0.5	657
PPP6R2	5174669	SCML2	0|2	2	1	2	57|52|12|12|0|0|0|0|0|0|38|50|30|25|35|14|50|14|10|13|7|14|4|8|7|8|3|10	0	0	0	0	0	-235.15	0.02	0.92		0|2	2	1	700
PPP6R2	355390313	SCRIB	2|0	2	1	2	9|6|38|34|0|0|0|0|0|0|18|11|5|13|8|15|15|10|7|23|7|19|17|17|19|17|18|8	0	0	0	0	0	-128.18	0.04	0.92		2|0	2	1	1655
PPP6R2	89353278	SDCCAG3	3|1	4	2	2	4|2|1|0|0|0|0|0|0|0|3|1|1|2|5|0|4|3|0|0|0|0|0|0|0|0|0|0	0	0	0	0	0	-16.5	0.5	0.79		3|1	4	2	412
PPP6R2	124378039	SEC16A	3|0	3	1.5	2	0|0|6|10|0|0|0|0|0|0|0|0|0|6|0|2|3|4|6|5|9|2|0|4|6|5|0|0	0	0	0	0	0	-35.87	0.19	0.88		3|0	3	1.5	2357
PPP6R2	6005824	SEC23IP	0|2	2	1	2	6|4|0|0|0|0|0|0|0|0|4|5|2|5|1|4|4|2|0|0|0|0|0|0|0|0|0|0	0	0	0	0	0	-23.68	0.2	0.84		0|2	2	1	1000
PPP6R2	7019415	SEC61A1	5|3	8	4	2	2|0|0|0|0|0|0|0|0|0|3|3|1|2|3|4|0|2|0|1|0|0|0|0|0|0|0|0	0	0	0	0	0	-10.05	1.23	0.7		5|3	8	4	476
PPP6R2	14589847	SEC61A2	3|0	3	1.5	2	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0.48	0.95	0.48	0.95	0.48	-3.39	15	0.19		3|0	3	1.5	476
PPP6R2	21361499	SENP3	3|1	4	2	2	0|1|0|1|0|0|0|0|0|0|3|3|3|0|3|0|0|1|1|1|0|0|0|1|0|0|0|0	0	0	0	0	0	-12.42	0.67	0.75		3|1	4	2	574
PPP6R2	8922712	SEPT11	2|6	8	4	2	7|8|0|0|0|0|0|0|0|0|5|5|7|7|3|8|3|6|0|1|0|0|0|0|0|0|1|0	0	0	0	0	0	-28.61	0.53	0.85		2|6	8	4	429
PPP6R2	4758158	SEPT2	17|6	23	11.5	2	16|16|2|2|0|0|0|0|0|0|15|11|10|13|13|16|14|11|0|0|0|2|0|0|1|2|6|11	0	0	0	0	0	-53.08	0.73	0.89		17|6	23	11.5	361
PPP6R2	148352329	SEPT7	18|24	42	21	2	20|23|0|3|0|0|0|0|0|0|16|17|11|10|7|8|14|9|1|2|1|1|0|1|3|2|13|9	0	0	0	0	0	-43.79	1.11	0.89		18|24	42	21	436
PPP6R2	149363638	SEPT8	1|0	1	0.5	2	0|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0	0	0	0	0	0	-4.83	1	0.92		1|0	1	0.5	442
PPP6R2	116256489	SEPT9	16|15	31	15.5	2	16|31|8|10|0|0|0|0|0|0|21|21|16|9|18|11|25|11|9|11|10|9|3|4|5|10|15|6	0	0	0	0	0	-69.33	0.63	0.91		16|15	31	15.5	568
PPP6R2	66346679	SERBP1	32|25	57	28.5	2	91|106|25|29|2|1|4|0|1|3|91|93|43|24|63|19|67|20|43|4|59|59|25|33|120|38|49|34	0	0	0	0	0	-367.79	0.28	0.92		32|25	57	28.5	408
PPP6R2	32454741	SERPINH1	11|10	21	10.5	2	7|7|9|7|13|10|12|10|9|10|5|9|11|3|11|7|7|10|12|20|9|10|8|6|8|9|16|19	0	0	0	0	0	-49.7	0.62	0.9		11|10	21	10.5	418
PPP6R2	170763498	SET	8|1	9	4.5	2	10|5|1|2|0|0|0|0|0|0|13|9|11|7|5|11|9|9|6|10|7|8|0|3|2|2|3|0	0	0	0	0	0	-47.6	0.4	0.89		8|1	9	4.5	277
PPP6R2	197313748	SETD2	0|1	1	0.5	2	0|0|17|8|0|0|0|0|0|0|5|1|3|0|4|0|3|0|4|6|5|5|13|16|15|11|14|9	0	0	0	0	0	-70.39	0.03	0.92		0|1	1	0.5	2564
PPP6R2	5032087	SF3A1	1|3	4	2	2	12|18|22|25|3|1|1|3|0|2|16|15|8|8|22|12|11|4|21|33|21|28|19|17|24|14|15|15	0	0	0	0	0	-119.38	0.07	0.92		1|3	4	2	793
PPP6R2	21361376	SF3A2	3|3	6	3	2	3|3|6|6|0|0|0|0|0|0|9|8|6|3|2|5|4|2|6|12|4|7|6|2|8|6|6|2	0	0	0	0	0	-33.41	0.32	0.92		3|3	6	3	464
PPP6R2	54112117	SF3B1	2|4	6	3	2	34|52|65|100|3|6|4|1|2|2|56|64|54|33|54|29|42|29|78|81|81|77|51|65|63|60|59|44	0	0	0	0	0	-371.29	0.04	0.92		2|4	6	3	1304
PPP6R2	54112121	SF3B3	3|3	6	3	2	16|15|5|5|6|5|3|4|2|0|30|18|17|23|32|12|19|19|0|1|0|1|3|3|2|0|21|15	0	0	0	0	0	-107.43	0.11	0.92		3|3	6	3	1217
PPP6R2	4826998	SFPQ	8|8	16	8	2	45|27|16|22|4|4|3|0|2|2|55|69|37|33|39|37|40|27|13|17|14|23|10|15|18|16|31|39	0	0	0	0	0	-202.39	0.15	0.92		8|8	16	8	707
PPP6R2	23618867	SFXN1	0|4	4	2	2	12|11|0|0|0|0|0|0|0|0|0|0|0|3|11|0|2|0|0|0|0|0|0|0|0|0|3|3	0	0	0	0	0	-42.31	0.22	0.89		0|4	4	2	322
PPP6R2	317108191	SH3GL1	8|2	10	5	2	9|10|1|0|0|0|0|0|0|0|11|3|1|2|0|4|3|5|0|0|0|2|0|0|0|0|0|0	0	0	0	0	0	-33.85	0.57	0.86		8|2	10	5	320
PPP6R2	9910352	SH3GLB2	3|3	6	3	2	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0.95	0.95	0.95	0.95	0.95	3	30	0		3|3	6	3	395
PPP6R2	260763910	SKA3	6|1	7	3.5	2	11|14|1|0|0|0|0|0|0|0|10|5|4|10|7|9|11|8|0|0|0|3|0|1|0|0|0|0	0	0	0	0	0	-48.69	0.3	0.89		6|1	7	3.5	412
PPP6R2	67782311	SKIV2L	1|0	1	0.5	2	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0	0	0	0	0	-3.39	5	0.92		1|0	1	0.5	1246
PPP6R2	193211480	SKIV2L2	0|6	6	3	2	5|3|0|0|0|0|0|0|0|0|39|41|50|14|40|24|47|33|0|1|0|1|0|1|0|0|13|5	0	0	0	0	0	-200.36	0.07	0.92		0|6	6	3	1042
PPP6R2	25777711	SKP1	1|0	1	0.5	2	1|0|0|0|2|1|1|1|1|1|3|3|1|0|1|2|1|2|0|0|0|0|0|3|0|0|0|0	0	0	0	0	0	-13.92	0.18	0.92		1|0	1	0.5	160
PPP6R2	215422368	SLC10A3	0|1	1	0.5	2	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0	0	0	0	0	-3.39	5	0.92		0|1	1	0.5	448
PPP6R2	115583685	SLC16A1	17|8	25	12.5	2	7|5|3|2|3|4|7|3|1|3|10|9|11|3|7|0|6|3|2|5|3|3|3|2|2|2|5|0	0	0	0	0	0	-23.96	1.35	0.78		17|8	25	12.5	500
PPP6R2	223468564	SLC1A5	5|6	11	5.5	2	4|7|3|1|2|2|3|0|1|2|10|10|6|6|12|1|5|7|6|4|10|4|5|4|1|3|6|6	0	0	0	0	0	-34.06	0.52	0.89		5|6	11	5.5	313
PPP6R2	21389315	SLC25A1	18|12	30	15	2	9|8|0|0|0|0|0|0|0|0|8|12|5|1|6|3|5|3|0|0|0|0|0|0|0|0|0|0	0	0	0	0	0	-18.18	1.62	0.76		18|12	30	15	311
PPP6R2	20149598	SLC25A10	8|5	13	6.5	2	6|3|0|0|0|0|0|0|0|0|2|0|2|0|4|0|2|0|0|0|0|0|0|0|0|0|0|0	0	0.01	0	0.01	0	-8.92	1.73	0.63		8|5	13	6.5	287
PPP6R2	21361114	SLC25A11	9|5	14	7	2	17|2|0|0|0|0|0|0|0|0|12|3|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0	0	0	0	0	-26.49	0.8	0.85		9|5	14	7	314
PPP6R2	237649019	SLC25A13	4|1	5	2.5	2	4|2|0|0|0|0|0|0|0|0|3|0|0|2|4|2|3|2|0|0|0|0|0|0|0|0|4|0	0	0	0	0	0	-15.53	0.67	0.77		4|1	5	2.5	676
PPP6R2	4505775	SLC25A3	16|5	21	10.5	2	7|3|1|1|4|2|3|4|3|2|10|8|7|1|10|4|6|3|0|3|3|0|1|2|2|1|6|6	0	0	0	0	0	-27.18	1.2	0.78		16|5	21	10.5	361
PPP6R2	55749577	SLC25A4	3|0	3	1.5	2	0|0|0|0|1|0|1|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0.05	0.1	0.05	0.1	0.05	-6.42	1.5	0.5		3|0	3	1.5	298
PPP6R2	156071459	SLC25A5	15|15	30	15	2	15|22|0|3|1|4|0|1|1|10|10|9|10|18|18|16|10|15|8|0|0|0|6|0|0|0|11|40	0	0	0	0	0	-68.69	0.61	0.91		15|15	30	15	298
PPP6R2	156071462	SLC25A6	8|3	11	5.5	2	4|0|5|2|5|3|6|5|4|4|6|12|6|2|0|0|3|1|3|9|11|10|3|5|7|6|6|0	0	0	0	0	0	-38.6	0.52	0.88		8|3	11	5.5	298
PPP6R2	256219483	SLC37A4	1|0	1	0.5	2	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0	0	0	0	0	-3.39	5	0.92		1|0	1	0.5	429
PPP6R2	117168275	SLC38A1	1|0	1	0.5	2	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|8|0|6|6|0|0|0|0|0|0	0	0	0	0	0	-23.35	0.1	0.92		1|0	1	0.5	487
PPP6R2	117553608	SLC39A7	1|0	1	0.5	2	0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0	0	0	0	0	0	-4.83	1	0.92		1|0	1	0.5	469
PPP6R2	61744477	SLC3A2	0|1	1	0.5	2	0|0|9|14|10|7|8|7|5|8|2|1|0|0|1|0|0|0|18|23|21|22|11|14|9|13|5|5	0	0	0	0	0	-94.98	0.02	0.92		0|1	1	0.5	631
PPP6R2	71979932	SLC7A5	0|1	1	0.5	2	0|1|5|4|5|6|7|3|5|6|1|1|0|0|2|0|1|0|14|7|9|11|5|6|4|6|9|7	0	0	0	0	0	-49.2	0.05	0.92		0|1	1	0.5	507
PPP6R2	41281453	SLK	40|31	71	35.5	2	43|71|13|12|0|0|0|0|0|0|56|33|35|26|20|25|30|18|32|24|24|29|7|6|5|9|13|4	0	0	0	0	0	-142.11	0.69	0.92		40|31	71	35.5	1235
PPP6R2	113204622	SMAP1	3|0	3	1.5	2	14|3|2|1|0|0|0|0|0|0|3|0|0|0|0|0|0|0|3|1|1|1|0|1|0|0|0|0	0	0	0	0	0	-26.4	0.26	0.84		3|0	3	1.5	467
PPP6R2	30581135	SMC1A	6|11	17	8.5	2	8|3|0|1|0|0|0|0|0|0|13|23|15|7|28|8|22|10|0|0|0|0|0|0|0|0|14|11	0	0	0	0	0	-79	0.39	0.91		6|11	17	8.5	1233
PPP6R2	110347418	SMC2	10|0	10	5	2	3|0|0|0|0|0|0|0|0|0|8|4|7|2|8|2|12|7|0|0|0|0|0|0|0|0|0|0	0	0	0	0	0	-40.31	0.57	0.85		10|0	10	5	1197
PPP6R2	4885399	SMC3	11|7	18	9	2	2|2|0|0|0|0|0|0|0|0|16|23|27|7|28|7|26|8|0|0|0|0|0|0|0|0|16|8	0	0	0	0	0	-93.22	0.35	0.91		11|7	18	9	1217
PPP6R2	50658063	SMC4	10|3	13	6.5	2	4|6|2|2|0|0|0|0|0|0|7|8|7|2|6|1|11|2|0|3|0|5|0|0|0|1|5|9	0	0	0	0	0	-31.37	0.74	0.85		10|3	13	6.5	1288
PPP6R2	291327485	SMG7	2|1	3	1.5	2	1|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0	0.01	0.03	0.01	0.03	0.01	-5.02	1.5	0.57		2|1	3	1.5	1145
PPP6R2	4759154	SNAP29	3|0	3	1.5	2	21|9|3|0|0|0|0|0|0|0|7|1|2|4|0|2|0|0|1|1|1|1|0|0|0|0|0|0	0	0	0	0	0	-46.24	0.15	0.9		3|0	3	1.5	258
PPP6R2	225690602	SNCA	2|0	2	1	2	7|5|0|0|0|0|0|0|0|0|2|2|1|0|3|0|0|0|0|0|0|1|0|0|0|0|0|0	0	0	0	0	0	-20.44	0.24	0.82		2|0	2	1	140
PPP6R2	77404397	SND1	11|8	19	9.5	2	13|10|12|14|9|12|11|6|6|9|7|5|3|4|12|7|4|9|8|6|9|5|7|10|4|5|0|0	0	0	0	0	0	-37.03	0.75	0.89		11|8	19	9.5	910
PPP6R2	40217847	SNRNP200	6|3	9	4.5	2	22|17|22|26|10|12|6|4|4|2|35|18|37|28|27|17|24|17|9|17|11|17|11|16|16|21|45|32	0	0	0	0	0	-154.54	0.12	0.92		6|3	9	4.5	2136
PPP6R2	115298668	SNRNP40	0|2	2	1	2	0|1|1|1|0|0|0|0|0|0|4|6|5|2|7|0|1|1|0|0|0|0|1|1|0|1|2|8	0	0	0	0	0	-30.33	0.15	0.87		0|2	2	1	357
PPP6R2	29568103	SNRNP70	2|5	7	3.5	2	10|10|0|0|0|0|0|0|0|0|7|10|7|0|9|2|4|0|0|0|0|0|0|0|0|0|6|8	0	0	0	0	0	-38.08	0.36	0.89		2|5	7	3.5	437
PPP6R2	38149981	SNRPB2	1|0	1	0.5	2	4|0|3|0|0|0|0|0|0|0|0|0|7|0|2|3|4|2|5|10|9|11|1|0|7|10|3|4	0	0	0	0	0	-45.84	0.05	0.92		1|0	1	0.5	225
PPP6R2	5902102	SNRPD1	1|2	3	1.5	2	5|3|0|0|0|0|0|0|0|0|3|1|3|2|3|1|3|2|3|6|4|5|0|0|0|0|1|2	0	0	0	0	0	-20.67	0.3	0.84		1|2	3	1.5	119
PPP6R2	4507129	SNRPE	1|0	1	0.5	2	6|0|0|0|0|0|0|0|0|0|2|0|1|3|2|0|0|2|0|1|0|1|0|0|0|0|0|0	0	0	0	0	0	-16.1	0.15	0.92		1|0	1	0.5	92
PPP6R2	4507131	SNRPF	2|2	4	2	2	5|2|1|0|0|0|0|0|0|0|10|1|1|1|1|0|1|1|0|1|0|1|1|0|1|0|0|1	0	0	0	0	0	-15.91	0.44	0.82		2|2	4	2	86
PPP6R2	4507133	SNRPG	2|0	2	1	2	0|0|1|0|0|0|0|0|0|0|0|2|0|0|1|0|0|0|0|4|2|2|0|0|0|0|0|0	0	0	0	0	0	-12.84	0.4	0.74		2|0	2	1	76
PPP6R2	13027644	SNRPN	1|0	1	0.5	2	2|0|0|0|0|0|0|0|0|0|4|0|0|0|0|0|0|1|0|4|0|2|0|0|0|0|0|0	0	0	0	0	0	-14.93	0.17	0.92		1|0	1	0.5	240
PPP6R2	23111034	SNX1	8|6	14	7	2	28|21|5|7|0|0|0|0|0|0|6|3|2|7|2|5|6|3|10|10|14|12|2|4|3|4|4|0	0	0	0	0	0	-65.06	0.37	0.91		8|6	14	7	522
PPP6R2	157057545	SNX18	1|0	1	0.5	2	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0	0	0	0	0	-3.39	5	0.92		1|0	1	0.5	624
PPP6R2	23111038	SNX2	6|3	9	4.5	2	4|9|0|0|0|0|0|0|0|0|0|0|0|5|2|4|3|2|0|0|0|0|0|0|0|0|0|0	0	0	0	0	0	-18.44	0.82	0.81		6|3	9	4.5	519
PPP6R2	88703041	SNX6	1|0	1	0.5	2	3|3|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0	0	0	0	0	-9.67	0.29	0.92		1|0	1	0.5	418
PPP6R2	7706706	SNX9	11|3	14	7	2	13|8|2|0|0|0|0|0|0|0|2|2|3|2|2|0|4|0|0|0|0|0|1|0|0|0|0|0	0	0	0	0	0	-23.8	1	0.78		11|3	14	7	595
PPP6R2	7661700	SORBS1	2|0	2	1	2	0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0	0.17	0.34	0.17	0.34	0.17	-3.93	4	0.39		2|0	2	1	816
PPP6R2	73623035	SPAG5	1|0	1	0.5	2	0|0|12|18|0|0|0|0|0|0|0|0|3|4|0|0|2|0|7|14|9|17|9|9|10|8|15|0	0	0	0	0	0	-72.61	0.03	0.92		1|0	1	0.5	1193
PPP6R2	194578921	SPAG9	19|10	29	14.5	2	17|18|0|0|0|0|0|0|0|0|35|20|16|17|16|8|19|14|0|2|1|2|0|0|0|0|0|0	0	0	0	0	0	-73.14	0.63	0.91		19|10	29	14.5	1311
PPP6R2	32698866	SPC24	2|0	2	1	2	2|7|0|0|0|0|0|0|0|0|1|0|0|2|2|0|1|0|0|0|0|0|0|0|0|0|0|0	0	0	0	0	0	-15.85	0.31	0.78		2|0	2	1	197
PPP6R2	214830079	SPG20	5|0	5	2.5	2	8|3|1|2|0|0|0|0|0|0|12|0|0|4|2|2|2|1|1|0|0|5|0|0|0|0|0|0	0	0	0	0	0	-33.47	0.34	0.85		5|0	5	2.5	666
PPP6R2	4505571	SQSTM1	6|5	11	5.5	2	9|12|14|21|3|2|1|2|1|0|5|4|0|17|4|6|9|3|18|16|11|19|9|12|16|11|30|17	0	0	0	0	0	-81.7	0.25	0.92		6|5	11	5.5	440
PPP6R2	149999611	SRP14	2|1	3	1.5	2	0|0|1|2|1|0|1|1|1|1|4|2|3|0|5|3|3|3|1|2|1|0|1|1|1|2|2|4	0	0	0	0	0	-16.5	0.38	0.81		2|1	3	1.5	136
PPP6R2	24497620	SRP68	31|14	45	22.5	2	30|37|15|15|0|0|0|0|0|0|47|35|27|30|24|26|24|24|18|20|25|25|10|12|10|11|17|8	0	0	0	0	0	-122.55	0.6	0.91		31|14	45	22.5	627
PPP6R2	109638749	SRP72	3|0	3	1.5	2	0|1|0|0|0|0|0|0|0|1|9|0|1|0|1|4|0|3|0|1|0|1|0|0|0|0|0|0	0	0	0	0	0	-20.04	0.35	0.8		3|0	3	1.5	671
PPP6R2	23308697	SRPR	3|2	5	2.5	2	3|0|1|1|0|0|0|0|0|0|5|2|2|3|0|0|4|4|0|0|0|1|0|2|0|0|0|0	0	0	0	0	0	-14.39	0.62	0.79		3|2	5	2.5	638
PPP6R2	284795266	SRPRB	2|1	3	1.5	2	2|0|0|0|0|0|1|0|2|1|2|1|0|0|3|0|1|0|2|0|0|0|0|0|0|0|2|0	0	0	0	0	0	-9.52	0.67	0.72		2|1	3	1.5	271
PPP6R2	118572613	SRRM2	1|0	1	0.5	2	0|0|31|44|0|1|0|0|0|0|4|9|19|5|20|4|18|0|27|37|29|33|35|38|39|29|19|41	0	0	0	0	0	-182.4	0.01	0.92		1|0	1	0.5	2752
PPP6R2	6005884	SSR3	0|2	2	1	2	0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|2|0|2|0|0|0|0|0|0|0|0|0|3	0	0	0	0	0	-10.61	0.5	0.69		0|2	2	1	185
PPP6R2	325301072	SSR4	6|6	12	6	2	3|2|2|2|8|9|7|10|9|6|2|2|5|3|7|3|7|3|9|4|11|6|2|2|5|4|4|6	0	0	0	0	0	-29.18	0.62	0.88		6|6	12	6	184
PPP6R2	19923193	ST13	6|2	8	4	2	0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0	0.67	1	0.67	1	0.67	-0.67	16	0.03		6|2	8	4	369
PPP6R2	4507249	STAM	2|0	2	1	2	0|1|1|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0.01	0.03	0.01	0.03	0.01	-6.42	1	0.57		2|0	2	1	540
PPP6R2	21536301	STAT1	3|0	3	1.5	2	12|13|5|10|0|0|0|0|0|0|10|2|0|6|0|4|2|3|2|10|6|10|1|5|0|1|2|0	0	0	0	0	0	-51.42	0.13	0.92		3|0	3	1.5	712
PPP6R2	82659083	STAU1	3|0	3	1.5	2	0|4|0|0|0|0|0|0|0|0|2|0|2|3|4|0|0|2|0|0|0|0|0|0|0|0|0|0	0	0	0	0	0	-16.05	0.46	0.76		3|0	3	1.5	496
PPP6R2	5803181	STIP1	13|6	19	9.5	2	4|4|1|0|2|4|2|3|0|0|0|0|0|0|3|0|0|0|0|1|0|0|0|2|0|0|0|0	0.4	0.8	0.4	0.8	0.4	-7.51	2.53	0.25		13|6	19	9.5	543
PPP6R2	110349738	STK24	2|0	2	1	2	1|0|0|0|0|0|0|0|0|0|1|0|0|3|0|0|0|1|0|0|0|0|0|0|0|0|0|0	0	0	0	0	0	-8.63	0.67	0.64		2|0	2	1	431
